review_id,date,rating,review_text,theme_id,theme_name
9ba8d3de-1f10-4881-939f-0aba8451ca62,2026-02-04 19:34:04,1,"I gave 5 stars to this app once and even a prime customer now. But, I am reducing all stars as no customer service liability and also because delivery persons intentionally missed call you for 2 sec and when you call them back they cut your call. And finally in the delivery section, message appears like delivery attempted and in reality they didn't even tried and ultimately no option after being wait of several days than to cancel ❌ the order. 3rd time same problem occurred.I quit using this app",0,Delivery & Logistics
852201c8-dc42-4248-86e0-1519d7db4f1a,2026-02-04 19:30:40,1,"customer care is unreachable, parcel not getting delivered and no refund",0,Delivery & Logistics
d5ff09f5-cc72-4103-8934-c3f27ff29c53,2026-02-04 19:01:12,1,worst shopping app does not even gives returns on items. they initiate return then cancel it themselves. stupid app and associates,0,Delivery & Logistics
1dcdaf56-3934-47ad-b6ba-792b97233a6d,2026-02-04 18:54:39,1,hi.i am from salem tamilnadu.i don't know how to complain my amazon parcel delivery.IT happened again and again with me.no one contact me I am waiting for my parcel.finaly I got this message Apologies for the inconvenience. We will attempt to deliver your package on priority.please correct this.,0,Delivery & Logistics
c7658067-c427-48a2-90a1-2869eb245147,2026-02-04 18:47:21,1,Poor Customer Service Trying to Contact since 7 Days from the day I made payment with correct credit card no. And wrong Bank selected. The Customer executives are not at all knowledged on the issue and Worst software application which cannot identify the bank on the card no. Basis it's big failure of software. *There is no refund or no status update on where my payment went on and they just providing bank reference and not disclosing which bank it is credited.Worst Amazon Pay Application.,0,Delivery & Logistics
e4bc740a-9adc-453f-9268-3dd93d4b51df,2026-02-04 18:39:36,1,amazon pay upi is the worst upi system,0,Delivery & Logistics
81d5c2ca-14e5-4d9f-b7ca-db8d41ac535e,2026-02-04 18:37:08,1,"इस एप को डाउनलोड मत करना साथियों सबसे घटिया एप है, सर्विस के नाम पर लोगों के साथ फ्रोड करते हैं। मैंने एक स्मार्ट वॉच आर्डर की थी बोट कंपनी की 2200 की और जब डिलीवरी एजेंट के सामने पैकेट खोला तो बोलने लगा नो ऑपन बाक्स है और उसके जाने के बाद खोला तो उसमें एक 50 रूपए की वाच निकली और जब कस्टमर केयर में कॉल किया तो उन्होंने ने भी अपना पल्ला झाड़ लिया और कहते हैं हमने जांच कर ली है हमारी तरफ से कोई गड़बड़ी नहीं हुई है और हम आपकी कोई मदद नहीं कर सकते सबसे घटिया एप है डाउनलोड मत करना ना ही कोई आर्डर",0,Delivery & Logistics
3565442a-0766-4a29-bc3a-8f16b1b4f24e,2026-02-04 18:28:13,1,"I am extremely frustrated with this service. The app may be good,but the service is absolutely terrible. I have a Prime membership,and honestly, it feels like a complete waste of money. I ordered a product and paid full amount in advance,the order was marked as delivered without ever being delivered to me. This is completely unacceptable. I have been following up with customer support for over a month now,and it has been a horrible experience.Their behavior is unprofessional, they are not polite",0,Delivery & Logistics
78566b63-dcd1-497c-858a-98c85c60049d,2026-02-04 17:53:50,1,"My orders are getting cancelled for no reason, I ordered more than 4 times and each time they cancel my order. I am Quitting Amazon for good",0,Delivery & Logistics
8b738189-a573-4d2b-91c6-8ef8edd8b2a0,2026-02-04 17:17:42,1,scam . i want to order a watch but I accidentally ordered the strap now I can not return this item because it is not showing delivered. Total scam,1,Payments & Refunds
61bf1cb6-4a0c-4cda-803a-8ddea50cf339,2026-02-04 17:10:30,1,ok so I bought electronics from Amazon and they gave me used thing which is not working and now they are not returning it,1,Payments & Refunds
bbf0c730-bc5d-4aaf-b05e-b06b9e9a1feb,2026-02-04 16:54:50,1,bhut hi ganda or ghatiya App hai please koi v log is App ka use na kre ye customer ko lutta hai log sahi product ke nam pr paisa leta hai log or ghatiya product or different product delivered krta hai log complaint krne pr manta nhi hai log or call kat deta hai log ye log public ko lutta hai log isliye jago grahak jago apna paisa waste nhi hone do mehnat ka kamai hai koi free ka paise nhi hai.,0,Delivery & Logistics
ce49eca7-1f69-443b-8d53-3212ed3b3f54,2026-02-04 16:21:12,1,Now a days amazon is delaying pickup of return items till return period and after that they deny for pickup. gajab scam,1,Payments & Refunds
14d9601e-644a-4e6c-9070-eb2fa9b886f7,2026-02-04 16:12:13,1,Amazon doing fraud with customer. I ordered a drone with this fraud website and after that I recieved damage flying birds. thdy don't provide any help.,1,Payments & Refunds
4974184b-bf0b-474c-a0fc-49e819265d6b,2026-02-04 16:12:03,1,Amazon's service has gone down the drain. Delivery agents return products marking them 'not accepted' whenever they don't feel like doing their jobs and customer support is non-existent for any escalations.,0,Delivery & Logistics
6a0ecfcb-2603-44d0-b2d9-eadb16d9f110,2026-02-04 15:51:56,1,बड़ी घटिया एप्लीकेशन है इसमें एक बार अकाउंट डिलीट हो जाए वापस नहीं बना पाएंगे ऑटोमेटिक दूसरा अकाउंट बन जाता है,0,Delivery & Logistics
d8429c52-d025-4a7c-a904-3d305843834a,2026-02-04 15:40:03,1,very bad experience. I haven't received my order but the status shows are delivered. I have raised a complaint but no solution.,0,Delivery & Logistics
a8cfa4c5-f2ef-4ed2-b696-7dcfaa328921,2026-02-04 15:34:11,1,I think the time has come to wind up amazon.butterfly mixer is not working properly.amazon is saying sorry what should I do?,0,Delivery & Logistics
9692560b-b157-4a08-91d3-baf70ae9a79e,2026-02-04 15:31:51,1,Package always gets cancelled and custome service has one answer we have escalated..,3,Returns & Customer Support
c1c7ac11-6146-40ab-86a2-b05ad494b97c,2026-02-04 15:26:18,1,Never use Amazon for shopping. They don't deserve even a single star.. it's service always sucks. my product is near to me from last 5 days but they are not able to deliver it on time. They dont share delivery agent number on the day of delivery also.. do i wait for my parcel whole day? are you people are idiots. after this they will cancel my order and say i didn't receive their call... please don't use amazon.,0,Delivery & Logistics
ec3dd0f8-d21b-4e9b-8d66-0d0e217f325c,2026-02-04 15:06:52,1,such a pathetic app ans delivery man. no one calls and order does no reah. what the hell? I feel like the Amazon platform to be punished by making rules for inconvenience every time . poor delivery man nd their services. they seem like not to do thier work only. pathetic,0,Delivery & Logistics
68677e5d-4ae6-4465-9249-5bcd2668ec22,2026-02-04 14:50:49,1,the product we purchased they not delivered on time poor services😡,0,Delivery & Logistics
7631deb8-4a4d-4293-8376-7809294a5137,2026-02-04 14:42:09,1,delivery service is too frustrating,0,Delivery & Logistics
6130a976-ea58-4ca1-8497-2860d8eb5583,2026-02-04 14:28:08,1,horrible 😡😡😡 10 sal se amazon se shopping kr rhi itna bura experience kbi nhi hua 0 Star hota to wo b na du defective product mila or return replacement ka koi option hi nhi de rhe only AI se bat ho rhi koi customer support hai hi 😡😡,0,Delivery & Logistics
67c70194-f8c4-448c-9ffd-568d6443fe90,2026-02-04 14:26:58,1,I ordered puma slippers and they sent me a 1st copy of it. be very careful guys double check your orders i want to upload a pic but there is no option even the puma on slippers is written inappropriately....,0,Delivery & Logistics
a6a06887-0474-4e44-b567-666b0daa74b2,2026-02-04 13:53:46,1,showing exchange not available for every mobile Everytime,1,Payments & Refunds
361352b3-7340-49a1-81d2-478bff38e5c7,2026-02-04 13:31:18,1,"Worst experience ever. Totally fraud behaviour. Maine Amazon se charger order kiya jo completely defective nikla. Replacement request ki, lekin 4 baar pickup cancel kar diya gaya. Back-end team ne clearly bola tha ki agar next time pickup cancel hota hai to refund mil jayega, lekin na replacement mila, na refund. Customer ko sirf jhoothe assurances diye ja rahe hain aur mentally harass kiya ja raha hai. Service zero, responsibility zero. Online electronic gadgets kharidna yahan se sbse bdi glti",0,Delivery & Logistics
6abc9065-ff91-4074-b475-70eb97ad8a95,2026-02-04 13:01:47,1,"I had earlier given 5 now downgrading to 1, would have given minus if I had an option, Amazon guys just don't want You to be able to talk to their customer care, I kept circling in the app but just couldn't get an option to call and talk to customer care. I know this is intentional by many companies to save cost, but at Amazon you simply cannot do this.",0,Delivery & Logistics
0bc75816-81be-442e-9d6f-34a0c1e99c39,2026-02-04 12:52:06,1,ismein kyon bank account add nahin ho raha hai ab update kyon nahin kar raha hai ismein bank account kyon add nahin ho raha hai Ham Amazon user iske liye bahut dukhi hai,0,Delivery & Logistics
bf32be41-8a7c-4ac9-b082-b5f6c7a382ed,2026-02-04 12:18:46,1,not gud in UPI my payment still pending and no resolution there is no option where to complain transaction issue very bed,1,Payments & Refunds
4c9bf1b0-e1d0-4fcb-acfe-13d1623dccb9,2026-02-04 12:00:44,1,delivery partner behaviour zero rudely behaviour,0,Delivery & Logistics
fcb75530-580f-4a01-98ed-675f26f82764,2026-02-04 11:50:14,1,"Don't ever buy from Amazon app this is the worst app I ever shopped I ordered groceries from Amazon which got cancelled, for I haven't got any update from their side . also they had stuck my amount which they are delaying to pay",0,Delivery & Logistics
d71f204b-d31c-4c51-8388-7280dd27e91e,2026-02-04 11:38:06,1,"Why accepting orders, when you can't fulfill it? why there is no update on my prepaid order of 48000rs? when I will receive my bike? why delivery partner delhivery saying it's cancelled and ultrabikes saying it's delivered? Amazon is a big big big big FRAUD.",0,Delivery & Logistics
0b0b6691-9704-4b2b-9d03-f7d9921f810b,2026-02-04 11:16:11,1,"don't do any investment plans in Amazon. while withdrawal, they'll just mark in pending.",0,Delivery & Logistics
e9f4e724-75cb-4bc1-b852-634a853b8ff9,2026-02-04 10:38:10,1,froud app damage product bheja h aar return ki mna kr rhe h Amazon per aap bahut jyada froad hone lag gaya hai ise koi bhi aadami use mein nahin le Mera product abhi tak pickup nahin hua Hai,0,Delivery & Logistics
22eed9c6-2a63-4fd0-9487-85872726a633,2026-02-04 10:15:15,1,bekar h 1500 ka farud kar diya bhai amazon uninstalled karo,0,Delivery & Logistics
c4d80db4-379c-42fe-a25d-bc221da7d00c,2026-02-04 10:12:28,1,"Amazon delivery service is becoming worse by every new order I place.My order has been delayed and I'm waiting for it ever since.Im sure it will eventually become cancelled and refund.This is the 4th consecutive order I have issues with and not even a single delivery has been smooth without complaint so far. Being the largest e-commerce in the world,this is the service I am expecting from it?",0,Delivery & Logistics
42505319-f424-4416-b997-5155ffa66061,2026-02-04 09:48:35,1,"Title: Holding Customer Money Hostage ""Extremely poor experience. I received a wrong item, returned it, and have been waiting over 15 days for a refund. No updates, no emails. Now they are delaying it further claiming the seller needs to 'investigate.' Why is the customer penalized for Amazon's error? The 15-day refund promise is a lie. 1 Star.""",1,Payments & Refunds
8b5cea68-676c-4378-883d-a214a531a65a,2026-02-04 09:27:15,1,need more notifications category to disable marketing notifications.,2,App Experience & Stability
737fb3fc-8101-4b6c-9fd5-fd2c2b66ff59,2026-02-04 09:24:03,1,I booked poco f6 which is almost 25k. No cashback. atleast i asked to deliver early bcoz of urgently go to hometown. but no favour. No benifit of booking the products from here,1,Payments & Refunds
d5c4f94d-7ffb-4abd-8ce5-8de72b1952ba,2026-02-04 09:13:01,1,"Amazon’s delivery service has really gone downhill lately. I ordered a pair of formal shoes on 30 January, which were supposed to be delivered on 1 February. The delivery has now been delayed by two days, and there’s still no clarity on when it will arrive. What’s worse is that the delay is being blamed on false reasons like “unavailability” or a “wrong address.” I never received a single call from the delivery agent, and this is the same address where I regularly receive deliveries without any",0,Delivery & Logistics
0d277e7e-ba09-450b-bf91-bbb06e49dafb,2026-02-04 08:29:30,1,"I have compared amazon products with products bought from stores and I'm sure amazon sells duplicate food items, the taste and packaging are way different and I think we all must be very aware of what we are buying. pay attention to taste and packaging you will know what I'm talking about.",0,Delivery & Logistics
2c907800-61c0-4ccc-91bb-892acece7303,2026-02-04 07:36:16,1,very lagging aap at the time of checkout I can't use the payment option,1,Payments & Refunds
d3ae8151-e371-4e68-8728-b814b9dd45b5,2026-02-04 06:50:16,1,customer service contact is so difficult need technical expert . poor management .,3,Returns & Customer Support
205f5364-ba09-48aa-b9ed-6a0346e6741b,2026-02-04 06:35:51,1,"Very poor experience. Payment was deducted but the product was never delivered. Delivery was wrongly marked as “refused,” which is not true. I contacted customer care multiple times, and each time I was told it would be delivered the same day, but nothing happened. This was the first TV in my home, and my children were waiting for it. They are very disappointed now. My money is stuck, and I cannot reorder. Very bad delivery management and support response.",0,Delivery & Logistics
d121a311-c2b5-4be2-bba4-6ecf82b832f4,2026-02-04 02:40:11,1,mane ek sam maiga tha uska paisa abhi tk nhi aaya hai,0,Delivery & Logistics
f031bc3b-f66b-42d2-b03f-48ee2b2553e8,2026-02-03 23:40:11,1,customer service very poor.. not able to connect customer service easily.. not a user friendly interface.. so many issues with refund and other formalities.. day by day becoming worst,3,Returns & Customer Support
c6752dc6-de16-4691-8d99-37b1a782603e,2026-02-03 23:14:10,1,they don't deliver on time and cancel orders without informing. pathetic customer service on top of it.,0,Delivery & Logistics
8c6809b9-d24f-40cd-a56c-c49c9b3f2e38,2026-02-03 22:55:54,1,"Support is a Dead End - Critical Delivery Failure ​Review: Giving 1 star because the customer support is non-existent. My order for an exam prep book (Mission NDA) is stuck, and when I tried to email for help, I got auto-rejections saying the email IDs are invalid. ​Amazon is no longer reliable for students on a deadline. The app's ""Help"" section is a loop of automated bots that provide zero resolution. Avoid using this app if you need items on time!",0,Delivery & Logistics
43c3c195-d56a-46b5-81be-99585b7c4f22,2026-02-03 22:37:51,1,very bad app for upi मैने रिचार्ज किया रिचार्ज सक्सेस हो गया लेकिन आया नहीं और कम्पलेन करने पर error हो जा रहा है इस ऐप में आप कंप्लेन नहीं कर सकते है ये ऐप सिर्फ शॉपिंग के लिए है upi use मत करिए,0,Delivery & Logistics
57fabd03-74b4-4363-8366-ae7a4e312111,2026-02-03 21:47:53,1,"worst amazon online shopping, fake and damaged product's selling to customer's, and returns, pickup, refund all drama playing",1,Payments & Refunds
efba415e-cfaa-442e-9a20-4b5f35924248,2026-02-03 21:23:27,1,app is waste off time because I return my think but she not give me return.,0,Delivery & Logistics
857f344f-24b9-436a-b8cc-bcd4fde418b0,2026-02-03 21:21:45,1,"mere sath ek scam hua Amazon pr, 25 items mangaya tha sirf 1 hi aya, acha hua ki online payment nhi kiya tha",0,Delivery & Logistics
e19c6716-94fd-4858-86ca-ee2959b852ec,2026-02-03 21:14:12,1,pathetic experience with this app courier partner denies to deliver order,0,Delivery & Logistics
a0b3c142-e5d7-4aa9-a16c-8c283ea1518f,2026-02-03 21:05:41,1,Present time this App is not Good Provides Services Working.,0,Delivery & Logistics
adaa221b-dcc0-4821-bc9b-98bf814978d8,2026-02-03 20:46:55,1,please urgently delivery to product,0,Delivery & Logistics
f9657850-06f2-48dd-8937-50e4f0638d5e,2026-02-03 20:46:37,1,customer support are completely worst they are not helping . I ordered something and received something else and i raised a return and also that product was returned but didn't got the refund completely worst experience by Amazon .,1,Payments & Refunds
efabd23b-e782-4ffe-b7da-8f592c1a5dc1,2026-02-03 20:45:43,1,Return ke matter sbse gathiya bekar app Amazon baki other online shopping 🛒 app Always Good performing like And And Me£sho But this one is too much bad 😔😔😔😔😔😔😞😓😓🤐,0,Delivery & Logistics
3eaae157-3c8e-4c36-9d7b-e3e9d8ae0da2,2026-02-03 20:25:51,1,"The UPI payment option is not at all working and showing transaction failed. Other UPI apps are working better. Also, Not allowing insurance renewal premium payments using Credit cards under the Bill Payments section in Amazon app.",0,Delivery & Logistics
f8ddfb2b-6d5f-4326-af00-e048894c32e6,2026-02-03 20:18:33,1,worst customer service there is no way to speak to the customer executive in case of any problem related to product,3,Returns & Customer Support
bf1b2641-0993-4d83-8af6-27bf5c351371,2026-02-03 20:05:37,1,nonsense application. what a stupidity to automatically link the existing insurance with random insurer Acko and making us pay,1,Payments & Refunds
715b435d-7e0f-4622-9b44-f571cd8e6785,2026-02-03 19:51:51,1,they don't come on our address,3,Returns & Customer Support
035d42ab-982b-4222-8b9c-a9d2b8e01094,2026-02-03 19:45:35,1,"Scammers app asking for online payment before delivery for order of books, after which order was not delivered but the app has been showing delivered, further inquiry did not show any customer service to contact and ai was wasting time without giving any response and not solving the problem.I still has not received any refund for my order. negative rating is needed to be a function made.",1,Payments & Refunds
5b269627-9ece-4fc5-9870-f7c243015a70,2026-02-03 19:45:10,1,products are not delivered in time . and worst customer service,0,Delivery & Logistics
0cdfe4b5-baed-4466-b2d4-17bee76b930c,2026-02-03 19:30:17,1,"The produc was not delivered but it was showing that it was rejected by me. Called customer care but he told me that he could not do anything in it as the refund process had been initiated however I had not received the refund. Mini TV is free, but lots of advertisements, then what is free ? (More than 999) 1499 price of Prime, but pay extra for movie Pushpa, get less discount on Amazon Pay credit card than other cards. Nowadays the price of groceries is higher than Flipkart, JioMart and D-Mart.",1,Payments & Refunds
50fbc7e6-0fa3-4087-8b27-8132fba16288,2026-02-03 19:09:27,1,"order delayed for 2 days as a prime customer, I had ordered a baby Walker find as a prime number which shown in the application that the order will get delivered in one day for the colour which I have chosen that colour it was shown it will get delivered in 2 days but in the Amazon application there was a product which a different colour it shown that it will get delivered tomorrow so I opted for prime unwanted that product urgently as before the order without prime was cancelled after 6 days.",0,Delivery & Logistics
73d38e8d-e88d-40dd-8699-a1a267cb71a7,2026-02-03 19:03:30,1,Services are now very pathetic and worse. They show item delivered but delivery not received. No response from Amazon. Don't know what's use of purchasing Prime membership.,0,Delivery & Logistics
19f66199-04d8-438a-b0ed-c7ff53ff8d10,2026-02-03 18:39:50,1,"After rating a product, the Amazon platform frequently blocks the account. No other platform does this.My friends' accounts have also been blocked after rating the product. This happens only on the Amazon platform.",0,Delivery & Logistics
a927bb74-610e-4fb4-971e-2a8511683693,2026-02-03 18:17:10,1,I order a hoodie but I not get the parsle,0,Delivery & Logistics
c6f72878-7a5a-48d9-a8cc-efc2ad97884a,2026-02-03 18:16:27,1,"I don't know how amzon work...it's a worlds waste sarvice...how jeff become no-1. but if ..that company working like this,not more standing position in not no - 1😡😡😡😡😡😡",2,App Experience & Stability
02a1dc4d-2311-4ca7-a13e-3cce08da4f5f,2026-02-03 18:06:40,1,scam app. no info about item lost in return by them. castmar have to bear loss.,1,Payments & Refunds
5f486fbb-9253-44a7-8b3e-bc309b64c724,2026-02-03 18:03:55,1,extremely bad experience i was return itom 9 days ago still not refund my amount,1,Payments & Refunds
b96c0978-1325-481c-ba59-416c8ab97c2e,2026-02-03 17:58:07,1,the delivery agents wont inform us about arrival and i didnt got my order.They said its been returning to selle,0,Delivery & Logistics
13e632bb-8858-4825-9a23-ea572297f8a4,2026-02-03 17:35:38,1,"bhut ghatiya service h 15,20 days me order aata h aur bhut se delivery agent rudely behave karte h",0,Delivery & Logistics
a2f5749d-e8c4-445e-9e45-45d639ac6db8,2026-02-03 17:15:59,1,"Maine product return request ki thi, lekin abhi tak pickup nahi hua. Roz new pickup date assign hoti hai par koi aata hi nahi. Customer support sirf excuses deta hai, koi solution nahi. Paise aur time dono waste ho gaye. Bahut hi poor service",0,Delivery & Logistics
4e5b7402-b24d-45b9-a4a4-50e63cac9a7e,2026-02-03 17:14:05,1,Wrong order.... pickup issue.... too much trouble with the service..... please resolve.,0,Delivery & Logistics
4fd87f13-129e-4f7a-b5d4-2ae48bd7e407,2026-02-03 17:09:56,1,Wrost app ever and most nonsense experience 🙄 😑,0,Delivery & Logistics
aa3e2dac-249c-423e-8927-910c332abeb4,2026-02-03 17:01:48,1,"Very disappointing shopping app, no response from return policy",0,Delivery & Logistics
dd6bf410-f990-4bbd-9aba-6cbce586d69f,2026-02-03 16:57:05,1,"Worst app don't buy 1499 prime pack it's better use i booma or Movierulz , after buying 1499 still no ads free for ads free they asking 699 worst , Jai I booma",0,Delivery & Logistics
4d150543-2974-4338-9eca-4ba52abb3dd6,2026-02-03 16:44:06,1,my orders can't come 😞,0,Delivery & Logistics
54c9e6b6-fb75-4af9-8b7c-689dacbc1d11,2026-02-03 16:18:49,1,very bad delivery agent call nhi krta or ispe na agent ka number show hota h flipkart 10x time better than amazon,0,Delivery & Logistics
ee173488-4afa-4d78-8070-b32e26f49dc0,2026-02-03 15:56:03,1,return/refund process is very worst. it takes 1 month time or more than 1 month to process with the refund.,1,Payments & Refunds
d9bb32e9-09e6-4ed8-904d-d5a3e429c509,2026-02-03 15:55:54,1,Amazon is world biggest fraud company,0,Delivery & Logistics
ced8a643-e486-44a1-ae80-634e335315d5,2026-02-03 15:54:02,1,pathetic service and customer care is useless please do not purchase anything all products fake copy product.,0,Delivery & Logistics
3b75d650-7182-4ffe-b10a-1673e3d0b7dc,2026-02-03 15:47:49,1,it was tooo bad 👎 at the deliveryday the delivery boy called me only one time he cancelled the order and it is returned to amazon by calling he could not wait for 5 sec he just gave me a missedcall thatsall i am getting too frustration it wass soo bad experience flipkart deliveries are better than uu,0,Delivery & Logistics
6856eaba-2d55-4b48-aae3-f8fd016ff63d,2026-02-03 15:44:39,1,pathetic have ordered the Ceiling Mount 2 times but it's never got delivered pathetic service,0,Delivery & Logistics
6ae8e812-e699-4727-92b5-424a51ac888c,2026-02-03 15:40:52,1,I have been using amazon pay later services since 1.6 yrs but unfortunately I closed it in December by unknowingly but when I want to use amazon pay later again they call it you can't do this again please contact axio. But when I contact them they also say so. It's my last day with amazon. Don't use amazon it's only a website which depends on others for his customer support. You lose a loyal customer. Worst day is coming soon. PLEASE WAIT AND WATCH UNTIL.,0,Delivery & Logistics
f7874edb-2ddc-4439-90f2-f097a469e071,2026-02-03 15:12:08,1,worst app in this not showing item price and delivery tracking also not showing proprly3,0,Delivery & Logistics
73aac4b3-399c-4076-977b-b3337ffa82ba,2026-02-03 15:06:22,1,ये सब फ्रॉड करते हैं परसल आधा ही देते हैं चोर सब अमेज़न ऐप डाउनलोड न करें फ्रॉड है,0,Delivery & Logistics
55857bf2-e34e-4b9e-b831-54efb98838db,2026-02-03 14:58:27,1,not working on my samsung s6 lite tablet.,2,App Experience & Stability
8b2f8076-1113-49f6-bc5a-6eafee042a18,2026-02-03 14:42:38,1,no option to chat with customer care representative now,3,Returns & Customer Support
01745fad-296f-4697-a30f-ec47805d2a73,2026-02-03 14:35:31,1,Very worst delivery Product not deleverd on time sometimes Products not available but this app show product is available. Very worst app.,0,Delivery & Logistics
bf63a2ec-dc88-41a6-88e4-d77540475c17,2026-02-03 14:19:55,1,"I am beyond frustrated with the consistent decline in service over the last few months, but this latest delivery delay is the final straw. I specifically ordered this item because it was marked as 'Next Day Delivery,' which I needed for a time-sensitive project, yet here I am three days later with nothing but a vague 'delayed in transit' status update. It is incredibly dishonest to advertise specific delivery windows to entice customers to hit the 'Buy Now' button when the logistics chain clear",0,Delivery & Logistics
4d9f92da-cb65-4158-834a-3e92f2cfe6a0,2026-02-03 13:30:54,1,i can only rate 1 cause when i pay online i don't get any order but the status is showing received this is so irritating its not 1st time its 3rd time you people don't even react service are so badd,1,Payments & Refunds
d4bd6969-37e5-45c1-bf18-c79d46285661,2026-02-03 13:29:28,1,This app doesn't deliver the product and update as delivered ... My product was prepaid and they are not responding me now... delivery boy isn't answering the call,0,Delivery & Logistics
bb87fb6c-234c-4443-b729-77361177dc8f,2026-02-03 13:10:00,1,"amazon is doing fraud. I ordered a Casio watch and they sent me a fake Casio watch and they don't take it back. The Amazon investigation team is also doing fraud. they all eat My 4,495 rupees. don't trust amazon.i will never ever trust Amazon",1,Payments & Refunds
8308094b-ea18-4327-ac4e-52169dea5c00,2026-02-03 12:57:43,1,all orders getting returned to seller without any intimation and I am a prime member,0,Delivery & Logistics
